Date,Customer name,review,car_model,sentiment,issues
02-01-2024,Simon Taylor,"The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. I waited nearly forty minutes in line because only one counter was open at pickup. The pickup process was smooth and the staff greeted me with genuine warmth. Fuel economy matched the manufacturer's rating; nothing surprising there. The air-conditioning emitted a musty odor that never completely went away during the rental. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. The company offered me a free upgrade, and it genuinely enhanced my vacation experience.",Nissan Altima,positive,"['late_delivery', 'car_condition', 'cleanliness', 'staff_behavior']"
11-05-2024,Rina Taylor,"Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. Despite reserving an automatic, I was handed a manual and told no automatics were available. I found potato chip crumbs under the seat, suggesting the cleaning was rushed. Fuel economy matched the manufacturer's rating; nothing surprising there. The windshield wipers were old and smeared rain, making night driving stressful. Ride comfort was acceptable on city streets but a bit firm over potholes. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning.",Kia Optima,negative,"['car_condition', 'staff_behavior']"
09-04-2025,Hugo Yilmaz,"Fuel economy matched the manufacturer's rating; nothing surprising there. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. The air-conditioning emitted a musty odor that never completely went away during the rental. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. Despite reserving an automatic, I was handed a manual and told no automatics were available. I found potato chip crumbs under the seat, suggesting the cleaning was rushed. Road noise was noticeable on rough asphalt, but conversation inside remained possible.",Hyundai Elantra,negative,"['car_condition', 'cleanliness', 'staff_behavior']"
21-11-2024,Grace Xu,"The company offered me a free upgrade, and it genuinely enhanced my vacation experience. Despite reserving an automatic, I was handed a manual and told no automatics were available. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. The fuel efficiency saved me money on a long road trip across three states. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. There was an unexplained additional charge on my bill that I had to dispute. Fuel economy matched the manufacturer's rating; nothing surprising there. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. I waited nearly forty minutes in line because only one counter was open at pickup.",Subaru Impreza,positive,['late_delivery']
18-05-2024,Victor Usman,"Returning the car was effortless; it took less than five minutes to finalize everything. The air-conditioning emitted a musty odor that never completely went away during the rental. I waited nearly forty minutes in line because only one counter was open at pickup. The car felt brand-new, with no rattles or strange noises even at highway speed. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. The fuel efficiency saved me money on a long road trip across three states. There was an unexplained additional charge on my bill that I had to dispute. The seats offered decent lumbar support but could use softer cushioning for long drives. Customer service followed up via email to make sure I was satisfied, which felt thoughtful.",Tesla Model 3,negative,"['late_delivery', 'cleanliness']"
07-04-2024,Victor Rahman,The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. The pickup process was smooth and the staff greeted me with genuine warmth. I waited nearly forty minutes in line because only one counter was open at pickup. The air-conditioning emitted a musty odor that never completely went away during the rental. Returning the car was effortless; it took less than five minutes to finalize everything. I was impressed by how spotless the interior and exterior of the vehicle were. There was an unexplained additional charge on my bill that I had to dispute. Ride comfort was acceptable on city streets but a bit firm over potholes. I appreciated the transparent pricing; there were no hidden fees on my final invoice.,Kia Optima,positive,"['late_delivery', 'cleanliness', 'staff_behavior', 'billing']"
05-03-2025,Grace Khan,"Returning the car was effortless; it took less than five minutes to finalize everything. The car felt brand-new, with no rattles or strange noises even at highway speed. The fuel efficiency saved me money on a long road trip across three states. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. I was impressed by how spotless the interior and exterior of the vehicle were. Ride comfort was acceptable on city streets but a bit firm over potholes. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. Pickup location signage was clear enough, though a second sign near the exit would help newcomers.",Jeep Wrangler,positive,['other']
12-08-2024,Grace Garcia,"Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. The fuel efficiency saved me money on a long road trip across three states. I found potato chip crumbs under the seat, suggesting the cleaning was rushed. I was impressed by how spotless the interior and exterior of the vehicle were. The windshield wipers were old and smeared rain, making night driving stressful. The car felt brand-new, with no rattles or strange noises even at highway speed. The seats offered decent lumbar support but could use softer cushioning for long drives.",Toyota Corolla,positive,"['car_condition', 'staff_behavior']"
09-01-2024,Mona Khan,"I waited nearly forty minutes in line because only one counter was open at pickup. I found potato chip crumbs under the seat, suggesting the cleaning was rushed. Despite reserving an automatic, I was handed a manual and told no automatics were available. The air-conditioning emitted a musty odor that never completely went away during the rental. The infotainment system had standard features, though the screen was smaller than newer models. The seats offered decent lumbar support but could use softer cushioning for long drives. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning.",Kia Optima,negative,"['late_delivery', 'car_condition', 'cleanliness']"
11-01-2024,David Valdez,"Ride comfort was acceptable on city streets but a bit firm over potholes. The pickup process was smooth and the staff greeted me with genuine warmth. Returning the car was effortless; it took less than five minutes to finalize everything. I loved the peppy acceleration, especially when merging onto the highway. The car felt brand-new, with no rattles or strange noises even at highway speed. Their mobile app worked, although it occasionally froze during the reservation process. I was impressed by how spotless the interior and exterior of the vehicle were. The company offered me a free upgrade, and it genuinely enhanced my vacation experience.",Kia Optima,positive,['staff_behavior']
21-04-2024,Tara Taylor,"I appreciated the transparent pricing; there were no hidden fees on my final invoice. Pickup location signage was clear enough, though a second sign near the exit would help newcomers. I was impressed by how spotless the interior and exterior of the vehicle were. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. Returning the car was effortless; it took less than five minutes to finalize everything. The trunk space was adequate for two large suitcases but nothing extraordinary. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. The pickup process was smooth and the staff greeted me with genuine warmth.",Ford Focus,positive,"['staff_behavior', 'billing']"
18-09-2024,Quinn Taylor,"The car felt brand-new, with no rattles or strange noises even at highway speed. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. I was impressed by how spotless the interior and exterior of the vehicle were. Their mobile app worked, although it occasionally froze during the reservation process. I appreciated the transparent pricing; there were no hidden fees on my final invoice. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. Returning the car was effortless; it took less than five minutes to finalize everything. Pickup location signage was clear enough, though a second sign near the exit would help newcomers.",Ford Focus,positive,['billing']
04-03-2024,Carla Quintero,"The fuel efficiency saved me money on a long road trip across three states. I was impressed by how spotless the interior and exterior of the vehicle were. The car felt brand-new, with no rattles or strange noises even at highway speed. The tank was only three-quarters full even though they claimed it was topped off. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. I waited nearly forty minutes in line because only one counter was open at pickup. Acceleration was average; it performed as expected for a mid-size sedan. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet.",Tesla Model 3,negative,"['late_delivery', 'car_condition', 'staff_behavior']"
09-08-2024,Kara Garcia,"The windshield wipers were old and smeared rain, making night driving stressful. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. The fuel efficiency saved me money on a long road trip across three states. The air-conditioning emitted a musty odor that never completely went away during the rental. The car felt brand-new, with no rattles or strange noises even at highway speed. Fuel economy matched the manufacturer's rating; nothing surprising there. Despite reserving an automatic, I was handed a manual and told no automatics were available. I appreciated the transparent pricing; there were no hidden fees on my final invoice. I waited nearly forty minutes in line because only one counter was open at pickup.",Ford Focus,negative,"['late_delivery', 'cleanliness', 'billing']"
26-05-2025,David Diaz,"The car felt brand-new, with no rattles or strange noises even at highway speed. Pickup location signage was clear enough, though a second sign near the exit would help newcomers. I waited nearly forty minutes in line because only one counter was open at pickup. Despite reserving an automatic, I was handed a manual and told no automatics were available. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. The tank was only three-quarters full even though they claimed it was topped off. There was an unexplained additional charge on my bill that I had to dispute. I appreciated the transparent pricing; there were no hidden fees on my final invoice. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date.",Mercedes C-Class,positive,"['late_delivery', 'billing']"
11-07-2024,Nikhil Rahman,"The air-conditioning emitted a musty odor that never completely went away during the rental. There was an unexplained additional charge on my bill that I had to dispute. The trunk space was adequate for two large suitcases but nothing extraordinary. I found potato chip crumbs under the seat, suggesting the cleaning was rushed. Exterior styling was plain, but I suppose function matters more than form for a rental. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. I waited nearly forty minutes in line because only one counter was open at pickup. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet.",Tesla Model 3,negative,"['late_delivery', 'cleanliness', 'staff_behavior']"
17-10-2024,Pablo Hughes,Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. The tank was only three-quarters full even though they claimed it was topped off. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. The fuel efficiency saved me money on a long road trip across three states. The air-conditioning emitted a musty odor that never completely went away during the rental. Acceleration was average; it performed as expected for a mid-size sedan. The pickup process was smooth and the staff greeted me with genuine warmth. I appreciated the transparent pricing; there were no hidden fees on my final invoice. I waited nearly forty minutes in line because only one counter was open at pickup.,Volkswagen Jetta,positive,"['late_delivery', 'car_condition', 'cleanliness', 'staff_behavior', 'billing']"
31-10-2024,Liam Garcia,"The tank was only three-quarters full even though they claimed it was topped off. Despite reserving an automatic, I was handed a manual and told no automatics were available. The windshield wipers were old and smeared rain, making night driving stressful. Ride comfort was acceptable on city streets but a bit firm over potholes. I waited nearly forty minutes in line because only one counter was open at pickup. I found potato chip crumbs under the seat, suggesting the cleaning was rushed. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. Their mobile app worked, although it occasionally froze during the reservation process.",BMW 3 Series,negative,"['late_delivery', 'car_condition']"
27-03-2025,Rina Martin,"Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. The tank was only three-quarters full even though they claimed it was topped off. The windshield wipers were old and smeared rain, making night driving stressful. The trunk space was adequate for two large suitcases but nothing extraordinary. Pickup location signage was clear enough, though a second sign near the exit would help newcomers. The air-conditioning emitted a musty odor that never completely went away during the rental. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet.",Kia Optima,negative,"['car_condition', 'cleanliness', 'staff_behavior']"
22-09-2024,David Fischer,"The seats offered decent lumbar support but could use softer cushioning for long drives. The pickup process was smooth and the staff greeted me with genuine warmth. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. I appreciated the transparent pricing; there were no hidden fees on my final invoice. I loved the peppy acceleration, especially when merging onto the highway. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. The fuel efficiency saved me money on a long road trip across three states. Pickup location signage was clear enough, though a second sign near the exit would help newcomers.",BMW 3 Series,positive,"['staff_behavior', 'billing']"
03-08-2024,Isha O'Neil,"Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. The tank was only three-quarters full even though they claimed it was topped off. There was an unexplained additional charge on my bill that I had to dispute. Despite reserving an automatic, I was handed a manual and told no automatics were available. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. The seats offered decent lumbar support but could use softer cushioning for long drives. Exterior styling was plain, but I suppose function matters more than form for a rental. The air-conditioning emitted a musty odor that never completely went away during the rental.",Toyota Corolla,negative,"['car_condition', 'cleanliness', 'staff_behavior']"
27-01-2025,Frank Anderson,"Customer service followed up via email to make sure I was satisfied, which felt thoughtful. Pickup location signage was clear enough, though a second sign near the exit would help newcomers. I was impressed by how spotless the interior and exterior of the vehicle were. The fuel efficiency saved me money on a long road trip across three states. The pickup process was smooth and the staff greeted me with genuine warmth. I appreciated the transparent pricing; there were no hidden fees on my final invoice. The infotainment system had standard features, though the screen was smaller than newer models. I loved the peppy acceleration, especially when merging onto the highway.",Mazda 3,positive,"['staff_behavior', 'billing']"
10-04-2024,Quinn Usman,"The air-conditioning emitted a musty odor that never completely went away during the rental. Exterior styling was plain, but I suppose function matters more than form for a rental. Despite reserving an automatic, I was handed a manual and told no automatics were available. There was an unexplained additional charge on my bill that I had to dispute. The infotainment system had standard features, though the screen was smaller than newer models. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet.",Jeep Wrangler,negative,"['car_condition', 'cleanliness', 'staff_behavior']"
03-02-2025,Kara Yilmaz,"The infotainment system had standard features, though the screen was smaller than newer models. I loved the peppy acceleration, especially when merging onto the highway. Returning the car was effortless; it took less than five minutes to finalize everything. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. The pickup process was smooth and the staff greeted me with genuine warmth. Pickup location signage was clear enough, though a second sign near the exit would help newcomers.",Tesla Model 3,positive,['staff_behavior']
04-10-2024,Victor Anderson,"I waited nearly forty minutes in line because only one counter was open at pickup. Exterior styling was plain, but I suppose function matters more than form for a rental. I appreciated the transparent pricing; there were no hidden fees on my final invoice. The tank was only three-quarters full even though they claimed it was topped off. The car felt brand-new, with no rattles or strange noises even at highway speed. I was impressed by how spotless the interior and exterior of the vehicle were. The fuel efficiency saved me money on a long road trip across three states. There was an unexplained additional charge on my bill that I had to dispute. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly.",Mercedes C-Class,positive,"['late_delivery', 'billing']"
17-03-2024,Zane Martin,"The windshield wipers were old and smeared rain, making night driving stressful. There was an unexplained additional charge on my bill that I had to dispute. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. The seats offered decent lumbar support but could use softer cushioning for long drives. I waited nearly forty minutes in line because only one counter was open at pickup. I found potato chip crumbs under the seat, suggesting the cleaning was rushed. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. Fuel economy matched the manufacturer's rating; nothing surprising there.",Ford Focus,negative,"['late_delivery', 'car_condition']"
12-01-2025,Rina Diaz,"Pickup location signage was clear enough, though a second sign near the exit would help newcomers. The air-conditioning emitted a musty odor that never completely went away during the rental. The seats offered decent lumbar support but could use softer cushioning for long drives. Despite reserving an automatic, I was handed a manual and told no automatics were available. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. I waited nearly forty minutes in line because only one counter was open at pickup. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. I found potato chip crumbs under the seat, suggesting the cleaning was rushed.",Nissan Altima,negative,"['late_delivery', 'car_condition', 'cleanliness']"
29-06-2025,Carla O'Neil,"The car felt brand-new, with no rattles or strange noises even at highway speed. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. Returning the car was effortless; it took less than five minutes to finalize everything. Pickup location signage was clear enough, though a second sign near the exit would help newcomers. I loved the peppy acceleration, especially when merging onto the highway. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. Ride comfort was acceptable on city streets but a bit firm over potholes. The pickup process was smooth and the staff greeted me with genuine warmth.",Nissan Altima,positive,['staff_behavior']
15-10-2024,Bob Zhou,"Fuel economy matched the manufacturer's rating; nothing surprising there. The air-conditioning emitted a musty odor that never completely went away during the rental. I waited nearly forty minutes in line because only one counter was open at pickup. The trunk space was adequate for two large suitcases but nothing extraordinary. There was an unexplained additional charge on my bill that I had to dispute. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning.",Hyundai Elantra,negative,"['late_delivery', 'car_condition', 'cleanliness', 'staff_behavior']"
23-09-2024,Grace Zhou,"I loved the peppy acceleration, especially when merging onto the highway. Returning the car was effortless; it took less than five minutes to finalize everything. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. Fuel economy matched the manufacturer's rating; nothing surprising there. I appreciated the transparent pricing; there were no hidden fees on my final invoice. The trunk space was adequate for two large suitcases but nothing extraordinary.",Jeep Wrangler,positive,['billing']
24-01-2025,Uma Evans,"The fuel efficiency saved me money on a long road trip across three states. The windshield wipers were old and smeared rain, making night driving stressful. I waited nearly forty minutes in line because only one counter was open at pickup. The pickup process was smooth and the staff greeted me with genuine warmth. Despite reserving an automatic, I was handed a manual and told no automatics were available. I found potato chip crumbs under the seat, suggesting the cleaning was rushed. I appreciated the transparent pricing; there were no hidden fees on my final invoice. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. Exterior styling was plain, but I suppose function matters more than form for a rental.",Audi A4,positive,"['late_delivery', 'staff_behavior', 'billing']"
23-12-2024,Wendy Anderson,"Returning the car was effortless; it took less than five minutes to finalize everything. The fuel efficiency saved me money on a long road trip across three states. Their mobile app worked, although it occasionally froze during the reservation process. The car felt brand-new, with no rattles or strange noises even at highway speed. I appreciated the transparent pricing; there were no hidden fees on my final invoice. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. Fuel economy matched the manufacturer's rating; nothing surprising there. Customer service followed up via email to make sure I was satisfied, which felt thoughtful.",Subaru Impreza,positive,['billing']
01-09-2024,Grace Hughes,"The tank was only three-quarters full even though they claimed it was topped off. The air-conditioning emitted a musty odor that never completely went away during the rental. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. The infotainment system had standard features, though the screen was smaller than newer models. I waited nearly forty minutes in line because only one counter was open at pickup. I found potato chip crumbs under the seat, suggesting the cleaning was rushed. Despite reserving an automatic, I was handed a manual and told no automatics were available. Their mobile app worked, although it occasionally froze during the reservation process.",BMW 3 Series,negative,"['late_delivery', 'car_condition', 'cleanliness']"
08-04-2025,Carla Anderson,"Ride comfort was acceptable on city streets but a bit firm over potholes. I was impressed by how spotless the interior and exterior of the vehicle were. The pickup process was smooth and the staff greeted me with genuine warmth. I appreciated the transparent pricing; there were no hidden fees on my final invoice. The car felt brand-new, with no rattles or strange noises even at highway speed. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. The infotainment system had standard features, though the screen was smaller than newer models. I loved the peppy acceleration, especially when merging onto the highway.",Tesla Model 3,positive,"['staff_behavior', 'billing']"
30-06-2025,Zane Xu,"The trunk space was adequate for two large suitcases but nothing extraordinary. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. The tank was only three-quarters full even though they claimed it was topped off. There was an unexplained additional charge on my bill that I had to dispute. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. I appreciated the transparent pricing; there were no hidden fees on my final invoice. The pickup process was smooth and the staff greeted me with genuine warmth. The windshield wipers were old and smeared rain, making night driving stressful. The fuel efficiency saved me money on a long road trip across three states.",BMW 3 Series,positive,"['staff_behavior', 'billing']"
09-03-2024,David O'Neil,"I loved the peppy acceleration, especially when merging onto the highway. The fuel efficiency saved me money on a long road trip across three states. The trunk space was adequate for two large suitcases but nothing extraordinary. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. Acceleration was average; it performed as expected for a mid-size sedan. The car felt brand-new, with no rattles or strange noises even at highway speed.",Kia Optima,positive,['other']
20-04-2025,Bob Diaz,"Despite reserving an automatic, I was handed a manual and told no automatics were available. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. I was impressed by how spotless the interior and exterior of the vehicle were. I waited nearly forty minutes in line because only one counter was open at pickup. Road noise was noticeable on rough asphalt, but conversation inside remained possible. The fuel efficiency saved me money on a long road trip across three states. The air-conditioning emitted a musty odor that never completely went away during the rental. The car felt brand-new, with no rattles or strange noises even at highway speed.",Jeep Wrangler,negative,"['late_delivery', 'cleanliness', 'staff_behavior']"
17-06-2024,Javier López,"Fuel economy matched the manufacturer's rating; nothing surprising there. Returning the car was effortless; it took less than five minutes to finalize everything. The car felt brand-new, with no rattles or strange noises even at highway speed. Their mobile app worked, although it occasionally froze during the reservation process. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. I appreciated the transparent pricing; there were no hidden fees on my final invoice. The pickup process was smooth and the staff greeted me with genuine warmth. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date.",Honda Civic,positive,"['staff_behavior', 'billing']"
28-03-2025,Simon Yilmaz,"I was impressed by how spotless the interior and exterior of the vehicle were. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. The car felt brand-new, with no rattles or strange noises even at highway speed. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. The pickup process was smooth and the staff greeted me with genuine warmth. Despite reserving an automatic, I was handed a manual and told no automatics were available. Road noise was noticeable on rough asphalt, but conversation inside remained possible. The windshield wipers were old and smeared rain, making night driving stressful. I waited nearly forty minutes in line because only one counter was open at pickup.",Mercedes C-Class,positive,"['late_delivery', 'car_condition', 'staff_behavior']"
27-11-2024,Elena Xu,"The trunk space was adequate for two large suitcases but nothing extraordinary. I appreciated the transparent pricing; there were no hidden fees on my final invoice. I loved the peppy acceleration, especially when merging onto the highway. Road noise was noticeable on rough asphalt, but conversation inside remained possible. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. The fuel efficiency saved me money on a long road trip across three states. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. I was impressed by how spotless the interior and exterior of the vehicle were.",Volkswagen Jetta,positive,['billing']
26-06-2024,Elena López,"I appreciated the transparent pricing; there were no hidden fees on my final invoice. I loved the peppy acceleration, especially when merging onto the highway. The tank was only three-quarters full even though they claimed it was topped off. The pickup process was smooth and the staff greeted me with genuine warmth. The air-conditioning emitted a musty odor that never completely went away during the rental. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. The windshield wipers were old and smeared rain, making night driving stressful. Ride comfort was acceptable on city streets but a bit firm over potholes. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning.",Nissan Altima,positive,"['car_condition', 'cleanliness', 'staff_behavior', 'billing']"
16-04-2024,Pablo Evans,"The pickup process was smooth and the staff greeted me with genuine warmth. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. The fuel efficiency saved me money on a long road trip across three states. The trunk space was adequate for two large suitcases but nothing extraordinary. I was impressed by how spotless the interior and exterior of the vehicle were. Ride comfort was acceptable on city streets but a bit firm over potholes. The company offered me a free upgrade, and it genuinely enhanced my vacation experience.",Volkswagen Jetta,positive,['staff_behavior']
20-02-2024,Victor Yilmaz,"Acceleration was average; it performed as expected for a mid-size sedan. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. The pickup process was smooth and the staff greeted me with genuine warmth. I was impressed by how spotless the interior and exterior of the vehicle were. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. I loved the peppy acceleration, especially when merging onto the highway. Returning the car was effortless; it took less than five minutes to finalize everything. Exterior styling was plain, but I suppose function matters more than form for a rental.",BMW 3 Series,positive,['staff_behavior']
23-01-2025,Yara Williams,"The company offered me a free upgrade, and it genuinely enhanced my vacation experience. I loved the peppy acceleration, especially when merging onto the highway. I appreciated the transparent pricing; there were no hidden fees on my final invoice. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. The car felt brand-new, with no rattles or strange noises even at highway speed. Ride comfort was acceptable on city streets but a bit firm over potholes. Returning the car was effortless; it took less than five minutes to finalize everything. The infotainment system had standard features, though the screen was smaller than newer models.",Nissan Altima,positive,['billing']
14-03-2025,Zane Taylor,"Returning the car was effortless; it took less than five minutes to finalize everything. I loved the peppy acceleration, especially when merging onto the highway. Ride comfort was acceptable on city streets but a bit firm over potholes. I was impressed by how spotless the interior and exterior of the vehicle were. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. Exterior styling was plain, but I suppose function matters more than form for a rental. I appreciated the transparent pricing; there were no hidden fees on my final invoice.",Tesla Model 3,positive,['billing']
26-01-2025,Elena Garcia,"Despite reserving an automatic, I was handed a manual and told no automatics were available. Road noise was noticeable on rough asphalt, but conversation inside remained possible. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. The windshield wipers were old and smeared rain, making night driving stressful. Ride comfort was acceptable on city streets but a bit firm over potholes. There was an unexplained additional charge on my bill that I had to dispute.",Jeep Wrangler,negative,"['car_condition', 'staff_behavior']"
24-05-2025,Frank Quintero,"I appreciated the transparent pricing; there were no hidden fees on my final invoice. Ride comfort was acceptable on city streets but a bit firm over potholes. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. I loved the peppy acceleration, especially when merging onto the highway. There was an unexplained additional charge on my bill that I had to dispute. The car felt brand-new, with no rattles or strange noises even at highway speed. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. I found potato chip crumbs under the seat, suggesting the cleaning was rushed.",Ford Focus,positive,"['staff_behavior', 'billing']"
06-04-2025,Olga Petrov,"The company offered me a free upgrade, and it genuinely enhanced my vacation experience. The windshield wipers were old and smeared rain, making night driving stressful. The infotainment system had standard features, though the screen was smaller than newer models. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. Returning the car was effortless; it took less than five minutes to finalize everything. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. I was impressed by how spotless the interior and exterior of the vehicle were. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. The car felt brand-new, with no rattles or strange noises even at highway speed.",Mazda 3,negative,"['car_condition', 'staff_behavior']"
03-09-2024,Javier Yilmaz,"The trunk space was adequate for two large suitcases but nothing extraordinary. Bluetooth connected instantly and the in-car navigation was intuitive and up-to-date. I appreciated the transparent pricing; there were no hidden fees on my final invoice. The company offered me a free upgrade, and it genuinely enhanced my vacation experience. The fuel efficiency saved me money on a long road trip across three states. Customer service followed up via email to make sure I was satisfied, which felt thoughtful. Acceleration was average; it performed as expected for a mid-size sedan. Returning the car was effortless; it took less than five minutes to finalize everything.",Nissan Altima,positive,['billing']
25-02-2024,Rina Singh,"Their mobile app worked, although it occasionally froze during the reservation process. There was an unexplained additional charge on my bill that I had to dispute. Ride comfort was acceptable on city streets but a bit firm over potholes. The exterior had several noticeable scratches that the agent failed to mark on the inspection sheet. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. The tank was only three-quarters full even though they claimed it was topped off. The air-conditioning emitted a musty odor that never completely went away during the rental. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning.",Toyota Corolla,negative,"['car_condition', 'cleanliness', 'staff_behavior']"
24-04-2025,Uma Petrov,"I waited nearly forty minutes in line because only one counter was open at pickup. There was an unexplained additional charge on my bill that I had to dispute. The trunk space was adequate for two large suitcases but nothing extraordinary. Their shuttle from the airport took thirty minutes to arrive, delaying my schedule significantly. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. I found potato chip crumbs under the seat, suggesting the cleaning was rushed. Exterior styling was plain, but I suppose function matters more than form for a rental. The tank was only three-quarters full even though they claimed it was topped off.",Audi A4,negative,"['late_delivery', 'car_condition']"
19-12-2024,Zane Martin,"The tank was only three-quarters full even though they claimed it was topped off. I found potato chip crumbs under the seat, suggesting the cleaning was rushed. Customer support placed me on hold for twenty minutes when I called about a tire pressure warning. The air-conditioning emitted a musty odor that never completely went away during the rental. The trunk space was adequate for two large suitcases but nothing extraordinary. The windshield wipers were old and smeared rain, making night driving stressful. The seats offered decent lumbar support but could use softer cushioning for long drives. I waited nearly forty minutes in line because only one counter was open at pickup.",Ford Focus,negative,"['late_delivery', 'car_condition', 'cleanliness']"
